"Área de Ponderação","Cód. UF","UF","Cod_meso","Mesorregião","Cód. Microrregião","Microrregião","Cód_RM","Região Metropolitana","Cód. Município","Município","Domicílios particulares permanentes-DPP","DPP SEM banheiro de uso exclusivo dos moradores e NEM sanitário","DPP com lixo coletado em caçamba de serviço de limpeza","DPP com lixo queimado na propriedade","DPP com lixo enterrado na propriedade","DPP com lixo jogado em terreno baldio ou logradouro","DPP com lixo jogado em rio, lago ou mar","DPP SEM energia elétrica","DPP do tipo casa próprios e em aquisição","DPP do tipo casa alugados","DPP do tipo casa cedidos por empregador","DPP com outra forma de destino do lixo e outra forma de abastecimento de água","Moradores em DPP próprios e em aquisição","Moradores em DPP alugados","Moradores em DPP cedidos por empregador","Moradores em DPP com outra condição de ocupação (não são próprios, alugados, nem cedidos)","Moradores em DPP SEM banheiro de uso exclusivo dos moradores e NEM sanitário","Moradores em DPP SEM energia elétrica","Pessoas responsáveis, do sexo feminino","Pessoas responsáveis, do sexo masculino","Pessoas Residentes","Pessoas Residentes e cor ou raça - branca","Pessoas Residentes e cor ou raça - preta","Pessoas Residentes e cor ou raça - amarela","Pessoas Residentes e cor ou raça - parda","Pessoas Residentes e cor ou raça - indígena","Pessoas residentes em  DPP","Responsáveis pelos domicílios particulares","Cônjuges ou companheiros(as) em domi. partic.","Filhos(as) do responsável e do cônjuge em domi. partic.","Filhos(as) somente do responsável em domi. partic.","Enteados(as) em domi. partic.","Genros ou noras em domi. partic.","Pais, mães, padrastos ou madrastas em domi. partic.","Sogros (as) em domi. partic.","Netos(as) em domi. partic.","Bisnetos(as) em domi. partic.","Irmãos ou irmãs em domi. partic.","Avôs ou avós em domi. partic.","Outros parentes em domi. partic.","Agregados(as) em  domi. partic.","Conviventes em domi. partic.","Total de domicílios particulares improvisados","Total do rendimento nominal mensal dos domi. partic.","Total do rendimento nominal mensal dos domi. partic. improvisados","Domicílios particulares sem rendimento nominal mensal domiciliar per capita","DPP alugados – Não existe iluminação pública","DPP alugados – Não existe pavimentação","DPP próprios – Existe esgoto a céu aberto","DPP alugados – Existe esgoto a céu aberto","DPP que não tinham banheiro ou sanitário – Não existe iluminação pública","DPP que não tinham banheiro ou sanitário – Não existe pavimentação","DPP que não tinham banheiro ou sanitário – Não existe calçada","DPP que não tinham banheiro ou sanitário – Não existe meio-fio/guia","DPP que não tinham banheiro ou sanitário – Não existe bueiro/boca-de-lobo","DPP que não tinham banheiro ou sanitário – Não existe rampa para cadeirante","DPP que não tinham banheiro ou sanitário – Não existe arborização","DPP que não tinham banheiro ou sanitário – Existe esgoto a céu aberto","DPP que não tinham banheiro ou sanitário – Existe lixo acumulado nos logradouros","DPP com moradia adequada – Existe identificação do logradouro","DPP com moradia adequada – Não existe identificação do logradouro","DPP com moradia semi-adequada – Existe identificação do logradouro","DPP com moradia semi-adequada – Não existe identificação do logradouro","DPP com moradia inadequada –  Existe identificação do logradouro","DPP com moradia inadequada – Não existe identificação do logradouro","Moradia Adequada_V202eV203","Moradia Semi-Adequada_V204eV205","Moradia Inadequada_V206eV207","DOMICILIOS PRECARIOS","COABITACAO","ONUS EXCESSIVO","ADENSAMENTO","DEFICIT TOTAL"
"3550308005182","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11531","5","1212","2","0","75","15","5","330","1659","42","3","2946","6171","172","332","14","17","4711","6809","37107","22920","2290","1514","10196","79","36982","11506","7357","8962","3981","363","304","918","142","1152","34","1001","56","786","114","195","3","49051308","5100","694","66","41","1234","480","0","0","0","0","0","4","0","1","2","10033","177","232","304","1","2","10210","536","3","79","784","497","171","1531"
"3550308005183","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9994","3","702","0","0","54","3","0","254","1835","32","0","2197","6656","109","877","4","0","4499","5498","32356","19345","2481","1168","9280","82","32313","9997","6040","7059","4021","321","351","778","139","1370","39","918","54","908","95","178","3","31542406","5200","479","38","14","2322","780","0","0","0","0","0","0","0","0","0","8191","206","448","40","0","0","8397","488","0","312","747","427","106","1592"
"3550308005184","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15919","1","1380","0","0","8","0","3","239","2459","32","0","3259","10668","220","514","1","9","6535","9404","49372","33028","3322","2047","10855","113","49127","15926","9618","10902","5372","393","486","769","169","1708","47","1166","27","1206","164","1061","10","79339014","14910","560","188","50","1629","545","0","0","0","0","0","0","0","0","0","13141","206","514","50","0","0","13347","564","0","65","1155","719","140","2080"
"3550308005185","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12162","2","714","0","0","0","0","6","121","2172","33","0","2316","8458","120","549","12","24","4625","7541","42869","23516","2759","253","15913","408","42679","12162","8363","11833","4272","482","477","939","147","1591","32","1093","51","998","82","143","7","26306515","17620","734","13","48","279","3","0","0","0","0","0","2","0","0","0","8981","165","989","242","0","0","9146","1231","0","109","959","609","280","1956"
"3550308005186","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9157","2","2206","0","0","0","0","1","943","544","4","0","20452","2158","13","958","3","1","4120","5037","32885","15366","3188","106","14184","41","32885","9157","6079","8576","4643","501","382","450","81","1522","31","591","12","749","43","65","0","14906350","0","484","0","15","16","9","0","0","0","0","0","2","0","0","0","5251","193","135","0","0","0","5444","135","0","38","911","140","20","1109"
"3550308005187","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9313","0","853","0","0","0","0","0","510","1224","7","0","10553","4479","25","213","0","0","3897","5417","30854","18659","2390","205","9590","10","30850","9314","6266","7848","3425","351","329","606","79","1240","39","589","27","589","35","110","1","22079488","1000","342","0","1","140","40","0","0","0","0","0","0","0","0","0","8719","367","204","23","0","0","9086","227","0","0","857","358","202","1417"
"3550308005188","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11958","1","849","0","0","0","0","4","522","1271","29","0","10273","5456","96","175","1","29","5668","6293","39905","20088","4410","166","15220","21","39901","11961","7211","9310","5345","445","408","906","124","1952","37","1202","24","790","52","130","3","21862065","2065","535","69","41","2258","451","0","0","0","0","1","1","1","1","1","9287","1455","907","176","0","0","10742","1083","0","0","815","347","180","1342"
"3550308005189","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14252","4","1679","5","1","4","24","3","285","2798","22","26","4743","9628","84","758","10","8","5815","8442","50614","23428","5081","275","21740","84","50596","14257","9307","13032","6753","811","438","813","125","2041","67","1197","41","1287","114","308","6","21116936","5420","1206","79","109","1044","184","1","1","2","2","3","3","2","0","0","8553","2787","624","822","0","0","11340","1446","0","180","985","547","552","2264"
"3550308005190","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9117","9","1268","0","0","5","18","2","100","1815","25","2","457","6117","91","601","18","7","4630","4487","32094","14659","3772","134","13505","24","32094","9117","5952","8018","4515","330","254","693","72","1161","23","897","42","822","51","132","0","13741780","0","739","74","78","697","142","0","0","3","3","5","5","5","1","0","5542","1765","565","286","0","0","7307","851","0","28","599","339","332","1298"
"3550308005191","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13394","1","1397","22","1","68","2","13","480","3269","69","8","1800","10840","223","168","1","33","5405","8000","48020","24582","3108","497","19788","37","47897","13404","9315","13382","4988","550","455","907","178","1558","47","1407","37","1356","96","219","10","22989362","8400","768","265","327","768","241","0","0","0","0","0","1","0","0","0","7386","1819","1658","652","1","1","9205","2310","2","65","999","725","413","2202"
"3550308005192","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13506","3","367","0","0","1","1","6","239","3128","53","0","2217","10729","202","85","7","30","6021","7493","45008","27153","3086","591","14142","36","44944","13513","8548","10212","5623","395","453","1125","199","1867","56","1302","56","1198","157","201","7","33586530","10060","658","28","22","182","93","0","0","0","0","1","3","2","0","0","12042","486","769","86","0","0","12528","855","0","21","1152","537","266","1975"
"3550308005193","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15117","6","233","0","1","0","0","3","225","2754","43","1","7622","9561","163","845","11","9","6677","8444","50229","27478","3448","435","18818","50","50223","15121","9560","11369","6983","573","485","1138","202","2153","50","1259","43","1054","89","118","4","30756736","3740","898","58","19","74","5","0","0","0","0","1","3","0","0","0","13108","772","893","143","0","0","13880","1036","0","54","1295","700","328","2377"
"3550308005194","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13499","5","505","0","0","1","0","10","552","2201","27","1","6627","7592","108","189","24","33","5298","8207","47431","20545","4152","472","22242","20","47380","13502","8896","12085","6151","878","472","728","129","1905","65","1096","23","1086","98","253","3","20800870","2250","951","50","79","375","44","1","0","2","2","4","5","3","0","3","7548","5622","40","111","0","0","13170","151","0","22","866","659","316","1863"
"3550308005195","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13042","7","378","0","0","0","0","5","1296","2646","82","0","5947","8672","282","757","15","10","5308","7732","44712","23254","3668","338","17360","70","44689","13038","8335","10798","6266","623","499","709","136","2070","48","899","27","952","65","206","1","24943282","800","718","94","98","234","47","0","2","2","2","6","7","4","2","2","10624","1047","803","360","0","0","11671","1163","0","129","1114","663","135","2041"
"3550308005196","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12123","12","98","0","2","3","2","2","173","3118","62","0","746","10419","194","1085","32","3","5372","6763","39360","22522","2440","633","13709","55","39187","12134","7227","9187","4790","381","375","885","125","1731","63","1070","40","933","87","165","11","26942027","6290","667","67","102","654","199","0","0","0","0","12","7","4","0","2","10446","582","679","408","0","0","11028","1087","0","29","925","542","307","1803"
"3550308005197","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15745","6","495","1","0","3","2","17","622","2916","132","0","2746","9940","479","735","14","44","6825","8928","52721","27787","3937","447","20522","27","52648","15753","9749","12288","6983","686","535","1086","156","2506","80","1374","56","1131","88","175","8","28443486","6420","1093","28","85","1168","248","0","0","0","0","4","4","1","0","0","12881","1321","824","518","0","0","14202","1342","0","80","1263","720","465","2527"
"3550308005198","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12180","2","343","0","0","3","3","10","201","1866","25","0","2397","7044","75","1294","2","38","5551","6633","42551","22460","4324","565","15159","43","42547","12184","7565","10263","5207","494","458","1176","197","1960","50","1351","53","1295","84","183","4","27016540","2609","636","7","11","657","156","0","0","0","0","0","0","0","0","0","10309","611","647","59","0","0","10920","706","0","67","1059","557","199","1883"
"3550308005199","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12509","8","96","0","0","0","2","0","1350","2044","32","1","5565","6877","121","1075","22","0","5717","6797","45357","20454","3728","304","20812","55","45327","12513","8156","11598","5709","562","487","1004","139","2168","39","1378","57","1238","86","175","5","21417039","4700","773","26","70","413","96","0","0","0","0","2","8","3","0","1","8020","3115","613","500","0","0","11135","1113","0","23","1067","534","297","1920"
"3550308005200","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10974","10","120","0","0","0","0","7","250","2112","55","0","1990","7018","191","140","22","16","4825","6150","36007","19299","2754","294","13630","28","35985","10975","7036","8783","4008","382","388","771","131","1523","27","943","46","794","55","112","1","22744218","320","749","6","5","445","100","0","0","0","0","3","9","1","0","1","9120","1070","542","135","0","0","10190","677","0","0","873","385","214","1472"
"3550308005201","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14547","4","1129","0","0","0","0","7","352","2341","42","0","7872","8925","137","187","11","23","6451","8110","47529","26764","4823","498","15394","37","47329","14552","9013","11035","5754","530","437","1099","202","2100","69","1247","52","1035","60","173","9","31372022","7860","725","29","45","163","61","0","0","0","1","1","4","1","0","0","13886","192","454","2","0","0","14078","456","0","24","1162","664","197","2047"
"3550308005202","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9975","7","623","0","1","2","85","3","340","1611","33","1","4019","5805","126","284","14","7","4459","5518","33427","19888","2494","424","10596","14","33315","9975","6445","8236","3677","331","285","905","123","1183","27","1066","54","762","56","178","2","24441293","4000","733","24","20","111","25","0","0","0","0","2","4","3","0","0","8232","690","575","123","0","0","8922","698","0","44","681","434","207","1366"
"3550308005203","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9029","5","257","2","1","2","3","7","377","1574","35","9","2176","5583","151","1364","7","20","3305","5731","30557","18208","2648","334","9333","34","30526","9036","6135","7903","3361","376","295","531","136","1157","30","672","28","752","40","85","7","21513644","7530","458","3","3","75","37","0","0","0","0","2","4","0","0","0","7497","417","578","73","3","2","7914","651","5","131","819","258","75","1284"
"3550308005204","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11287","1","380","0","0","1","0","2","329","1873","35","0","1815","6931","119","314","1","3","4582","6711","37388","23694","2336","527","10734","10","37259","11290","7004","9199","3918","323","371","761","153","1320","34","846","43","1702","46","238","3","26835428","2430","938","33","10","1727","314","0","0","0","0","1","1","1","0","0","8713","1299","941","222","0","0","10012","1163","0","118","719","349","238","1423"
"3550308005205","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8996","1","560","0","0","20","4","10","358","1358","92","0","1936","4886","382","290","3","30","3607","5391","30861","15955","2105","211","12581","9","30835","8998","6048","8312","3625","433","296","428","116","1135","16","575","12","605","90","140","2","19095365","2510","634","19","24","1211","270","0","0","0","0","1","1","1","0","0","6850","770","809","538","0","0","7620","1347","0","23","732","348","75","1179"
"3550308005206","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9446","4","124","0","0","0","1","1","113","2067","61","0","441","6723","217","1714","9","1","4182","5264","31381","18964","2104","644","9644","25","31381","9446","5906","7599","3658","366","315","845","140","1263","31","881","42","648","78","143","0","17039689","0","788","5","8","233","31","0","0","0","0","1","3","1","0","0","7673","333","409","2","0","0","8006","411","0","111","689","470","180","1450"
"3550308005207","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10537","2","224","0","0","1","4","3","146","2249","43","1","1777","7536","151","141","3","6","4549","5991","35473","20741","2155","379","12183","15","35469","10540","6966","8903","4323","386","368","686","130","1367","29","897","26","654","61","130","3","19321761","2200","916","13","33","111","29","1","1","1","1","2","2","2","0","1","8265","618","363","92","1","0","8883","455","1","27","677","605","149","1458"
"3550308005208","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13446","11","1423","7","0","0","0","5","299","1963","54","3","4499","7496","189","355","24","42","5682","7769","44496","27125","2789","549","13993","40","44413","13451","9095","11292","5051","556","418","935","140","1502","33","962","39","713","52","173","5","29929007","6100","1046","18","17","310","30","0","1","1","1","5","9","4","2","2","11244","1319","204","78","10","0","12563","282","10","24","973","444","255","1696"
"3550308005209","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8479","0","294","0","0","0","0","4","281","1538","10","0","1536","5132","37","1144","0","15","3827","4652","29591","16562","1677","115","11210","27","29588","8479","5727","7795","3369","311","307","654","111","1168","35","787","21","697","28","89","0","15857513","0","357","35","24","157","49","0","0","0","0","0","0","0","0","0","6865","438","448","68","0","0","7303","516","0","0","544","331","239","1113"
"3550308005210","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9610","1","412","0","0","0","0","3","306","1268","10","0","11880","4388","25","692","3","14","4589","5022","32928","17329","2115","142","13333","9","32927","9611","6245","7873","4758","441","298","561","99","1366","30","760","20","743","34","86","1","14771492","2000","505","29","33","556","119","0","0","0","0","0","1","0","0","0","8714","367","275","254","0","0","9081","529","0","20","695","585","150","1449"
"3550308005211","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8225","10","1963","21","0","32","52","7","167","1360","17","99","623","4483","63","2907","37","17","3366","4862","29513","13298","2082","242","13822","69","29467","8228","5860","8364","3228","572","238","360","95","991","25","606","15","726","30","138","3","12217765","1500","476","269","296","956","149","7","7","7","7","7","10","6","3","4","3493","959","1337","2281","2","99","4452","3618","101","44","588","202","211","1045"
"3550308005212","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13651","8","543","1","0","8","1","4","338","2988","76","0","2356","10112","259","235","20","19","4960","8694","46370","30184","2663","331","13137","55","46330","13654","9483","11879","4916","502","568","817","194","1852","43","949","50","1073","128","205","3","28030126","3010","714","58","26","100","40","1","1","3","6","7","8","4","0","0","11926","1007","551","102","0","0","12933","653","0","17","1062","344","275","1698"
"3550308005213","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11642","5","673","1","0","1","0","3","201","2452","36","0","1532","8063","173","603","8","11","4717","6929","38989","20177","3055","461","15275","17","38915","11646","7539","9579","4692","620","420","682","128","1563","48","864","19","869","92","150","5","26092264","5600","591","64","103","1598","542","0","0","3","0","4","4","3","3","0","8351","1200","645","242","0","0","9551","887","0","73","861","521","257","1711"
"3550308005214","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11843","11","651","0","0","188","3","6","58","2383","21","0","288","7428","84","334","28","22","4932","6911","40867","17522","3203","272","19855","15","40867","11843","7591","10533","4931","560","394","776","127","1536","41","1130","44","921","62","360","0","17424417","0","950","81","18","299","35","2","0","2","2","5","11","5","0","0","7900","631","1527","310","0","0","8531","1837","0","171","896","595","287","1949"
"3550308005215","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9849","3","357","0","1","0","0","12","58","1794","35","0","253","5892","127","176","6","26","3582","6269","34013","15585","3053","203","15152","20","34006","9851","6722","9400","3624","488","315","484","101","1156","33","710","28","749","81","262","2","15226235","1400","652","28","51","542","122","0","0","0","0","0","1","0","0","0","5947","1013","724","213","0","0","6960","937","0","180","565","288","231","1264"
"3550308005216","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","7705","0","562","0","0","2","0","1","108","1163","19","0","1260","4166","68","1486","0","6","3325","4384","26865","12439","2583","266","11548","25","26835","7708","4835","6624","3353","406","301","610","93","1194","21","764","25","757","41","99","3","14852345","4280","506","28","12","377","30","0","0","0","0","0","0","0","0","0","5463","938","667","241","0","0","6401","908","0","109","722","309","148","1287"
"3550308005217","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13365","3","1007","0","0","6","8","2","303","1729","23","0","5914","6247","71","2626","5","2","5849","7519","45732","24296","3249","632","17527","28","45605","13368","8205","10629","6266","533","533","931","162","2160","66","1195","44","1095","136","269","3","31555027","3600","798","9","8","67","16","0","0","0","0","3","3","2","0","1","10876","518","298","3","0","0","11394","301","0","22","989","462","176","1651"
"3550308005218","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9834","2","227","0","0","0","0","0","131","2338","19","0","501","7615","55","390","4","0","3850","5995","34960","18761","2764","304","13106","25","34893","9835","6573","8593","4007","402","494","845","169","1544","26","982","60","996","86","253","1","21395803","3200","557","22","47","35","8","0","0","0","0","0","0","0","0","0","8255","462","245","16","0","0","8717","261","0","110","750","455","138","1453"
"3550308005219","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10323","3","214","0","0","130","1","5","197","1615","42","1","2898","6124","139","399","4","10","4563","5763","33474","20086","2235","636","10495","22","33467","10326","6365","7850","4190","301","305","749","110","1232","42","889","36","771","86","168","3","29646129","3250","362","11","8","103","39","0","0","0","0","3","3","0","0","3","8878","373","82","4","0","0","9251","86","0","0","798","411","116","1326"
"3550308005220","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12429","0","422","0","0","0","0","3","209","1910","47","0","2237","7629","173","506","0","8","5370","7064","37783","27741","1214","1855","6905","68","37697","12434","7462","7815","4420","294","431","998","201","1310","23","926","50","857","68","247","5","70436882","8310","626","7","25","30","5","0","0","0","0","0","0","0","0","0","11491","462","254","21","0","0","11953","275","0","17","541","576","35","1168"
"3550308005221","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13790","4","663","2","0","49","0","5","85","3289","98","5","1418","10075","338","354","7","18","5925","7856","45129","19725","3852","287","21171","25","45012","13769","8658","11152","5481","633","418","639","117","1790","43","1008","30","973","97","155","1","24977004","400","785","42","136","369","133","0","0","0","0","0","2","0","2","2","9761","917","399","62","1","0","10678","461","1","82","820","740","351","1993"
"3550308005222","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9916","1","414","0","0","235","0","1","69","2071","10","4","3560","6572","37","269","3","2","4387","5529","31640","15100","2631","304","13557","48","31640","9916","6045","7379","4095","363","293","555","77","1186","31","748","11","629","76","211","0","20834842","0","653","37","14","184","41","0","0","0","0","0","1","0","0","0","7872","151","388","10","0","0","8023","398","0","0","756","535","222","1514"
"3550308005223","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9130","3","115","0","0","1","0","3","42","2043","16","0","1880","6861","62","93","9","14","4181","4950","29817","14266","2663","162","12703","23","29816","9131","5559","7022","3917","301","229","575","78","1086","23","905","21","798","76","90","1","17353745","600","442","2","0","560","226","0","0","0","0","2","3","0","0","0","7461","138","222","3","0","0","7599","225","0","0","481","543","160","1185"
"3550308005224","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14152","5","592","0","0","0","13","3","105","3039","28","2","11980","9130","84","164","9","11","6314","7840","45546","20299","3396","281","21534","36","45534","14154","8520","10368","6201","613","335","813","102","1744","45","1233","25","1108","58","200","2","24480828","350","673","17","21","1406","78","0","1","0","1","2","3","2","0","0","12539","208","333","3","2","0","12747","336","2","36","991","713","351","2091"
"3550308005225","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12569","1","1839","1","0","1","1","2","56","2704","10","0","1171","9075","49","488","1","8","5676","6896","40686","20243","3055","258","17109","21","40676","12572","7613","9441","5164","445","297","823","96","1427","31","1261","31","1124","109","239","3","23406461","3960","771","37","12","387","72","0","0","0","0","0","0","0","0","0","7596","483","337","288","0","0","8079","625","0","72","975","817","325","2189"
"3550308005226","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","12385","6","573","2","0","0","0","8","88","3476","75","0","579","10604","216","1208","13","22","5564","6823","40744","19101","3341","349","17932","21","40736","12387","7573","9386","5464","549","375","772","103","1668","27","1157","27","974","64","199","2","21563012","8900","777","9","20","438","77","0","0","0","0","0","5","0","0","0","9687","206","454","105","0","0","9893","559","0","53","721","931","400","2104"
"3550308005227","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","11160","5","1067","0","0","0","0","5","280","2898","13","0","1041","8828","44","1040","10","13","4980","6191","37123","14522","3072","187","19294","48","37086","11171","7087","9320","4736","528","292","500","82","1426","35","882","14","846","51","147","11","16823067","10370","948","49","61","225","34","0","0","0","0","0","2","0","0","0","8116","597","351","54","0","0","8713","405","0","44","672","739","374","1829"
"3550308005228","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","9109","0","326","0","0","0","0","2","100","2324","56","0","1510","7953","193","335","0","5","3980","5131","28321","16243","1882","388","9763","40","28246","9110","5524","6394","3286","332","252","532","93","988","30","728","24","619","49","267","2","23784451","2400","460","39","7","138","32","0","0","0","0","0","0","0","0","0","7399","281","578","8","0","0","7680","586","0","16","509","638","227","1389"
"3550308005229","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","13949","6","1522","0","0","0","0","2","199","2879","18","0","1184","9557","76","955","17","7","5765","8187","46732","22296","3660","369","20384","23","46723","13951","8900","11642","5783","628","449","688","133","1866","41","1181","24","1143","82","179","2","25534417","500","889","58","37","239","24","0","0","0","0","2","6","4","0","3","8906","759","1191","34","0","0","9665","1225","0","98","930","666","388","2082"
"3550308005230","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","15121","4","758","1","0","1","10","5","158","2806","38","0","1390","9937","129","151","9","7","6837","8290","49861","24398","3738","333","21334","58","49806","15126","9406","11876","6146","551","405","1094","132","1813","42","1481","49","1256","138","286","5","30781629","5800","824","36","22","175","41","0","0","0","0","1","3","1","0","0","9713","628","870","241","0","0","10341","1111","0","19","1182","719","304","2223"
"3550308005231","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","14161","6","442","0","0","0","38","5","430","2854","56","0","6194","9544","204","2345","11","15","6357","7807","46059","23067","3918","441","18566","67","45992","14164","8421","10515","6392","657","446","765","132","1987","59","1033","23","990","135","256","3","29215296","1000","667","27","6","303","95","1","0","1","1","2","3","2","0","0","11895","334","497","60","0","0","12229","557","0","82","1010","696","256","2044"
"3550308005232","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","8779","7","11","0","0","1","14","2","102","2094","5","1","2775","6702","19","294","26","10","4164","4617","28574","12925","2372","226","13017","34","28571","8781","5351","6612","3904","373","234","491","74","1156","31","661","22","644","67","164","2","16438270","1800","348","18","16","189","85","0","0","0","0","4","7","1","0","0","6910","406","278","12","1","0","7316","290","1","28","548","411","312","1299"
"3550308005233","35","São Paulo","3515","Metropolitana de São Paulo","35061","São Paulo","20","RM São Paulo","3550308","SÃO PAULO","10731","2","340","1","0","1","0","2","64","3116","14","0","475","9653","42","688","4","4","4432","6331","35523","15576","2231","257","17411","48","35409","10763","6895","8760","4150","366","316","727","110","1297","32","1053","26","777","82","157","32","19446597","19177","554","181","39","284","164","0","0","0","0","2","2","1","0","0","9048","526","403","93","0","0","9574","496","0","265","773","595","347","1978"
